DB,SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GRAINSIZE,DEPTH,Al,As,Ba,Bi,Ca,CdICPMS,CdAR,Ce,Co,Cr,Cs,CuICPMS,CuAR,F,Fe,Ga,Ge,Hg,K,La,Li,Mg,Mn,MoICPMS,MoAR,Na,Nb,NiCPMS,NiAR,P,PbICPMS,PbAR,Pr,Rb,SbICPMS,SbAR,Sc,Se,Si,Sm,SnICPMS,SnAR,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,ZnICPMS,ZnAR,ZrICPMS,ZrAR,FIELDpH,pH15,EC15,SAND,SILT,CLAY,LOI
geochem,2007190275,06.12.2007,-30.312,119.0205,WA,,2007190275002 Fine,lt304,BOS,98556,7.8,475.1,0.42,4424,0.1,0.03,101.95,10.7,124.8,4.26,27.5,23.9,740,29319,23.1,0.5,0.03,20935,58.92,20.1,22365,496,3.8,2.67,11759,12.8,43.1,32.5,196,48.62,22.8,10.36,138.6,0.4,0.19,11.3,0.21,273527,6.522,1.7,1.04,65.9,1.32,0.752,0.02,30.84,3584,0.37,0.1,8.32,109,1.3,26.6,2.936,45.7,23.8,427.7,18.1,8.5,8.3,2895,70.74,23.89,5.37,8.9
geochem,2007190276,30.04.2008,-29.6406,145.2503,NSW,,2007190276002 Fine,lt305,BOS,73949,3.1,428.3,0.25,14237,0.17,0.01,42.26,10.4,65.4,3.59,24.6,18.3,360,37467,17.1,0.57,0.01,12178,21.74,15.6,9449,372,0.5,0.13,2812,10.2,24.1,21.2,262,12.41,8.15,4.95,50.2,0.4,0.17,11.8,0.03,282875,4.203,2.2,1,217.7,0.73,0.635,0.06,8.31,5214,0.19,0.2,2.07,98.4,1,24.6,2.459,62,55.7,458.8,14.7,9.5,7.745,894.5,37.05,41.75,21.2,12.9
geochem,2007190278,05.02.2008,-29.4583,150.0853,NSW,,2007190278002 Fine,lt306,BOS,72646,7.9,392.9,0.2,13451,0.13,0.13,50.1,25.6,110.8,3.93,32.4,30.5,280,41356,16.1,0.44,0.01,12601,23.32,13,7387,805,0.8,0.2,17182,14.4,41.5,41.1,528,14.16,10.9,5.51,60.2,0.4,0.31,13,0.07,303988,5.072,3.9,1.05,222.6,0.96,0.865,0.06,8.75,8306,0.09,0.2,2.31,117.9,1,31.7,3.065,74.1,63.1,375.8,10.8,6,6.93,17.645,78.48,14.34,7.19,6.7
geochem,2007190279,18.12.2007,-35.1245,147.5432,NSW,,2007190279002 Fine,lt307,BOS,56074,5.5,439.6,0.34,6104,0.28,0.03,162.1,12.7,113.9,4.9,15.7,13.6,340,24465,11.1,0.56,0.01,17565,80.35,11.9,4914,589,0.7,0.32,7582,15.6,24.9,24,423,20.3,13.6,17.82,109.9,0.4,0.28,15.3,0.08,354518,13.771,5.1,1.11,92.6,1.4,1.889,0.02,36.44,5502,0.17,0.2,6.94,71.3,2.7,71,7.062,53,44.9,1307.2,3,6,7.095,12.14,81.49,15.3,3.21,4
geochem,2007190281,30.03.2008,-23.8917,113.9952,WA,,2007190281002 Fine,lt308,BOS,80480,23.1,409.9,0.4,56812,0.13,0.08,100.77,15,98.6,5.6,28.3,27.2,460,49769,20.4,0.74,0.01,18428,48.99,35.1,12838,503,1.1,0.52,5141,16.8,37.7,33.8,541,22.32,16.7,10.32,111.3,0.4,0.3,10.6,0.17,231260,7.448,2.6,1.72,248.3,1.26,1.015,0.03,20.57,4621,0.3,0.2,3.02,169.9,1.8,31.5,3.35,76.3,58.9,572.6,5.9,8,8.22,1124,76.86,14.78,8.36,13.8
geochem,2007190282,01.03.2008,-24.1068,116.455,WA,,2007190282002 Fine,lt309,BOS,79009,9,339.7,0.35,17110,0.18,0.16,69.65,24.6,112.8,5.9,59.2,53.6,560,70618,19.4,0.97,0.01,16079,35.79,11.8,14912,1084,1.5,0.76,2396,13.3,45.7,35.6,537,18.76,13,7.72,103.6,0.4,0.48,19.4,0.28,264165,6.241,2.4,1.18,92.9,1.03,0.961,0.05,15.55,6742,0.22,0.2,3.51,191.9,1.5,35,3.053,95.6,74.9,279.3,3.2,8,8.33,87.15,40.63,41.87,17.5,9.8
geochem,2007190283,02.04.2009,-24.5338,131.2238,NT,,2007190283002 Fine,lt310,BOS,93765,6.8,394.7,0.08,6575,0.1,0.09,79.83,11.9,69,5.6,26.3,25,40,45552,21.4,0.7,0.08,18237,43.39,26.5,5095,527,0.3,0.35,1039,14.4,25.1,17.7,428,24.67,0.23,9.58,128.3,0.4,0.22,15.3,0.06,283450,7.43,2.8,2.25,97.4,1.12,0.99,0.07,18.75,5747,0.25,0.2,2.8,105.4,2,38.4,4.06,69.1,49.2,786.7,8.2,5,8.2,66.95,60.64,29.23,10.14,9.8
geochem,2007190284,26.07.2007,-27.2356,151.198,QLD,,2007190284002 Fine,lt311,BOS,78940,1.8,391.6,0.09,11671,0.11,0.06,61.64,37.5,161.6,1.99,29.6,27.9,240,61337,20.8,0.5,0.03,9098,28.56,7.9,9769,1162,1.1,0.7,7523,27.9,69.5,69.7,1087,9.17,6.77,6.94,46,0.4,0.02,15.6,0.09,243081,7.25,1.9,1.28,210.3,1.74,0.94,0.05,5.94,12507,0.1,0.2,1.41,129.4,0.6,31.1,2.43,92.9,79.9,308.1,22.5,7.5,7.63,69.2,29.46,38.43,32.1,16.4
geochem,2007190285,15.10.2007,-21.5304,147.047,QLD,2007190406,2007190285002 Fine,lt312,BOS,68131,5,243.2,0.27,4889,0.1,0.01,67.61,36.3,173.9,3.6,29.2,23.5,180,48210,14.8,0.5,0.01,3271,27.75,7.6,5065,1200,1.2,0.8,2975,24,56.2,49.9,257,18.2,12.2,6.37,45.2,1.1,0.09,15.8,0.05,304067,5.86,2.2,1.43,112.5,1.65,0.93,0.07,9.44,10835,0.18,0.2,2.32,122,1.6,33.5,3.2,55.8,46.9,449.6,14.7,7.5,8.04,676,30.54,40.46,29,10.7
geochem,2007190286,14.04.2008,-30.4583,147.6841,NSW,,2007190286002 Fine,lt313,BOS,48076,4.1,348.6,0.23,10456,0.18,0.06,59.96,12.5,63.6,3.36,23.6,21.6,260,23668,10.8,0.54,0.06,10791,27.84,9.4,3847,844,1.1,0.51,3836,14.7,21,19.8,554,143.82,146,6.45,65.7,1.3,0.53,10.9,0.04,356266,5.618,25.9,20.1,147.8,1.04,0.831,0.04,9.7,5040,0.12,0.2,2.19,66,1.3,32.8,3.211,86.7,77,602.7,5.1,8.5,8.7,134.25,48.59,28.96,22.45,6.2
geochem,2007190287,18.11.2007,-29.5506,115.8131,WA,,2007190287002 Fine,lt314,BOS,87774,2.3,152.1,0.23,12379,0.1,0.03,87.64,17.8,103.7,4.61,37.9,34.2,720,44076,20.3,0.43,0.01,21176,45.3,27.4,40359,325,0.9,0.16,34647,12.5,46.9,35.4,358,21.07,15.2,9.24,108.1,0.8,0.12,16.1,0.07,192405,6.652,2.5,1.64,99.5,1.05,0.823,0.02,27.48,4890,0.24,0.3,11.47,131.4,1.4,28.7,2.457,49.3,47,122,16.3,10,8.16,15430,11.01,72.34,16.64,14.5
geochem,2007190288,12.07.2008,-14.94,132.4177,NT,,2007190288002 Fine,lt315,BOS,63310,2.9,187.3,0.31,4924,0.11,0.02,96.51,16,71.1,5.37,18.3,13.8,280,36257,14.5,0.7,0.02,3860,46.65,11.8,3727,349,0.4,0.23,334,17.2,19.3,11.2,188,20.78,17.2,10.89,45.6,1.3,0.02,17.4,0.04,325142,9.66,2.6,1.63,29.3,1.39,1.33,0.03,15.57,6305,0.16,0.3,3.18,89.2,2.1,50.2,4.53,29.4,16.3,696.1,6,6,6.185,16.025,41.8,42.55,15.65,10.2
geochem,2007190289,04.12.2007,-32.0513,118.1665,WA,2007190071,2007190289002 Fine,lt316,BOS,113683,0.4,391.3,0.21,8062,0.1,0.01,558.07,56.7,95.9,2.67,33.7,29.9,540,33410,7.2,0.04,0.01,15349,251.8,34.7,7248,395,1.1,0.17,10453,12.2,62.1,52.3,105,179.19,165,56.27,81.1,0.4,0.12,16.1,0.08,254901,38.853,1.7,1.09,81,0.96,4.223,0.03,52.28,4764,0.28,1.2,3.81,61.2,1,117.7,8.748,24.1,14.7,492.9,17.5,7.5,8.42,2056,75.25,18.11,6.65,12
geochem,2007190290,23.05.2008,-17.6576,133.5424,NT,,2007190290002 Fine,lt317,BOS,71508,2.6,192.6,0.28,4324,0.1,0.02,62.08,10.4,69.3,4.53,19.9,16,400,33599,16.8,0.5,0.01,4615,32.9,12.6,4354,271,1.4,0.84,356,14.4,20.7,14.1,209,20.29,13.5,7.29,68.3,1,0.02,15.3,0.01,317257,6.39,2.8,1.77,62.4,1.17,0.88,0.02,13.29,5801,0.31,0.2,2.16,91.6,1.7,35.2,3.28,31.6,16.8,653.9,12.8,6.5,6.505,15.325,32.12,46.76,21.11,10.7
geochem,2007190291,17.08.2009,-14.0533,135.8666,NT,,2007190291002 Fine,lt318,BOS,75637,5,429.1,0.37,1780,0.1,0.01,87.65,13.2,80.2,4.75,11.8,8.86,240,49832,20.1,0.75,0.02,2814,40.43,15.9,5053,248,2.5,2,4488,16.9,21.7,9.3,140,19.66,14.5,9.66,25.1,0.4,0.19,15.1,0.07,298103,8.866,2.2,1.4,54.5,1.3,1.312,0.02,16.07,6616,0.08,0.2,2.67,137.3,2.3,47,4.39,20.5,30,547.9,8.4,6,7.52,1470.5,54.34,27.51,18.15,11.2
geochem,2007190292,27.02.2008,-25.2228,118.9882,WA,,2007190292002 Fine,lt319,BOS,106008,9.9,248,0.35,4424,0.1,0.05,59.19,16.3,134.8,7.52,51.2,42,580,61673,26.6,1,0.08,13962,34.87,19.4,14731,488,1,0.68,779,13,38.7,27.3,406,21.93,13.2,6.95,125.7,1.9,0.53,19.1,0.12,240332,5.57,2.8,1.74,53.2,1.06,0.77,0.02,14.38,5436,0.3,0.2,2.33,141,1.9,25.2,2.51,80.6,54.8,231.7,3.4,8.5,7.56,93.35,37.66,43.61,18.73,13.8
geochem,2007190293,31.05.2008,-24.3121,145.2032,QLD,,2007190293002 Fine,lt320,BOS,70333,5.8,593,0.21,9341,0.11,0.06,69.26,18.4,69.2,4.27,21,10.9,200,32767,16.2,0.6,0.01,12036,31.94,8.2,5349,674,1.1,0.44,7523,13.3,21,10.2,572,18.97,6.97,7.83,67.9,0.9,0.03,13.4,0.11,308334,6.77,1.7,0.5,224.9,0.98,0.98,0.02,8.74,6059,0.09,0.1,2.72,111.2,1.6,30.7,3.31,77.4,44.7,479.3,7.2,6.5,8.035,1207.5,36.57,47.87,15.56,9.8
geochem,2007190294,08.09.2009,-26.9311,133.8295,SA,,2007190294002 Fine,lt321,BOS,54121,3.1,605.4,0.38,3152,0.17,0.06,62.68,6.1,53,3.05,18.8,18.2,160,29529,10.9,0.6,0.01,18810,32.45,5.9,2249,341,0.5,0.22,3138,18.8,15.4,8.9,314,19.39,8.48,6.95,94.1,0.4,0.14,10.9,0.1,350704,5.381,2.1,1.17,108.6,1.4,0.805,0.02,15.57,7012,0.12,0.1,2.89,83,1.8,32,3.97,51.6,46,1563.2,3.9,4.5,7.16,15.06,93.85,4.26,1.9,5.5
geochem,2007190296,29.07.2008,-19.9216,132.5965,NT,2007190758,2007190296002 Fine,lt322,BOS,57958,3.6,254.1,0.31,1001,0.17,0.01,47.26,7,50.4,2.86,10.8,5.26,80,21912,12.1,0.6,0.01,8666,29.56,5.6,953,194,0.6,0.27,490,13.9,25.7,4.9,188,14.16,6.85,6.16,62.1,1,0.14,14.6,0.04,367764,4.85,2.3,1.33,36.6,1.16,0.8,0.03,15.88,4812,0.13,0.1,3.53,60.2,1.9,35,4.01,15.4,7,1175,5.1,6.5,6.05,7.02,81.59,15.23,3.18,4.8
geochem,2007190298,25.05.2008,-25.0562,140.1791,QLD,,2007190298002 Fine,lt323,BOS,65030,4.1,611.3,0.16,5103,0.19,0.07,64.56,12.6,78.5,3.07,22.2,18.6,140,37768,13.7,0.5,0.01,9621,32.07,10,5119,434,2.2,1.52,2790,12,20.8,20,371,14.69,7.73,7.6,48.5,1,0.03,17.8,0.03,321085,6.36,3.6,0.94,224.4,0.89,0.91,0.03,10.14,6772,0.16,0.2,3.14,110.6,1.4,34.4,3.88,57.8,44.7,1472,13.3,7,7.65,34.1,68.46,22.44,9.1,9
geochem,2007190299,28.10.2008,-28.5677,144.2594,QLD,,2007190299002 Fine,lt324,BOS,80247,13,417,0.02,1930,0.1,0.09,61.59,17.9,61.4,4.5,26,26.9,220,40320,19.2,0.7,0.01,14842,30.34,17.6,9666,914,0.3,0.19,8450,11.1,24.5,23.4,292,17.91,0.21,6.9,65.4,0.4,0.16,13.4,0.04,288040,5.75,1.7,1.48,169.4,0.74,0.75,0.07,9.87,5567,0.25,0.2,1.61,149,1.7,28.9,2.76,70.6,73.3,357.4,17.9,9,8.57,2695,51.04,38.56,10.41,11.1
geochem,2007190301,16.08.2009,-14.6808,134.5749,NT,,2007190301002 Fine,lt325,BOS,41238,2.5,285.9,0.37,1794,0.13,0.06,72.62,15.4,40.6,4.52,19.7,20.3,220,30683,8,0.69,0.02,13398,36.05,5.8,2738,558,0.5,0.18,809,21.4,16.9,11.3,201,14.89,11.9,7.93,98.1,0.4,0.21,13.4,0.06,361796,6.707,2,0.67,33.8,1.73,1.238,0.02,13.42,8816,0.1,0.1,3.83,83.5,2.7,47.6,4.859,22.4,57.4,922.6,1.4,6,6.44,7.29,74.46,18,7.53,6.3
geochem,2007190302,19.02.2008,-33.8883,119.8638,WA,,2007190302002 Fine,lt326,BOS,39856,9.8,500.4,0.13,2344,0.1,0.04,68.97,2.3,43.5,0.87,5.3,3.03,200,14359,8.9,0.4,0.02,16345,35.68,3.1,1164,108,1.3,0.69,7901,15.2,6.9,1.9,122,21.87,10.5,6.65,60.1,1,0.02,11,0.1,386264,4.65,0.7,0.23,66.4,1.02,0.64,0.05,26.98,5717,0.03,0.1,4.02,53.5,1,25.1,2.87,7.3,0.1,1183,5.2,6.5,6.14,19.63,90,8.4,1.59,3.1
geochem,2007190303,24.10.2007,-23.6526,151.0544,QLD,,2007190303002 Fine,lt327,BOS,62352,10.2,276.9,0.22,7276,0.1,0.05,40.77,21.1,111.2,2.57,40.1,32,260,38971,13.1,0.49,0.01,7097,19.77,5.8,5264,914,1.3,0.44,11477,6.6,20.8,18.2,227,12.44,9.6,4.76,40.1,1.2,0.29,14.9,0.21,326311,4.956,1.3,0.42,163.6,0.49,0.782,0.05,5.5,4639,0.05,0.2,1.79,141.5,1.1,31.5,2.992,57.4,40.3,220.3,4,7,6.145,87.05,52.07,29.8,18.13,7.5
geochem,2007190304,16.11.2007,-27.3553,115.9009,WA,,2007190304002 Fine,lt328,BOS,58488,13,163.4,0.21,81940,0.11,0.08,42.97,11.2,79.8,2.58,21.7,19.2,1280,30487,15.2,0.36,0.01,8417,23.12,7.7,53323,225,0.8,0.49,1424,6.9,28.3,20.5,314,14.89,10.1,4.12,60.1,0.4,0.21,4.9,0.21,177275,2.735,1.5,0.87,264.2,0.55,0.332,0.06,11.09,2631,0.2,0.1,4.5,175.3,0.8,12,1.15,50.9,35.9,114.8,2.1,9,8.29,349.5,54.78,34.88,10.34,24.4
geochem,2007190305,03.04.2008,-21.2912,116.1483,WA,,2007190305002 Fine,lt329,BOS,64935,13.5,363.3,0.23,18875,0.11,0.12,60.5,29.5,123.3,3.72,62.9,50.9,320,94398,17.7,0.8,0.03,11513,31.73,17,11391,914,0.7,0.56,3695,13,53.2,43.5,454,19.32,15.1,7.09,72.5,2.1,0.7,20.2,0.15,257519,6.22,2,1.43,96.1,1.01,0.98,0.07,11.19,5765,0.19,0.2,2.8,144.4,1.6,39.2,3.54,84,69.3,295.5,6.4,8.5,7.86,108.25,52.06,37.53,10.42,11.4
geochem,2007190307,05.10.2007,-16.4337,143.8043,QLD,,2007190307002 Fine,lt330,BOS,69000,7.2,506.9,0.56,2887,0.19,0.04,111.2,10.5,49.1,12.79,23.6,18.9,540,27298,14.9,0.61,0.02,22197,57.11,13.1,4462,565,0.5,0.22,6551,17.2,18.2,13.9,397,24.76,18.6,12.49,171.2,2.8,0.87,11.7,0.09,337977,9.775,5.2,0.95,66.1,1.76,1.35,0.04,23.32,4495,0.19,0.2,5.91,65.6,4.2,50.5,4.706,95.2,76.9,495.4,2,5.5,5.62,5.76,53.65,38.7,7.65,5
geochem,2007190308,07.10.2007,-19.4783,135.2878,NT,,2007190308002 Fine,lt331,BOS,100128,5.7,318.5,0.38,1251,0.1,0.01,49.52,13.8,66.8,4.95,16.2,10,240,41600,24.8,0.83,0.01,7404,28.54,8.3,1405,310,0.9,0.44,490,14.8,26.2,9.3,201,18.77,11.1,5.84,75.5,1.1,0.26,16.4,0.09,299057,4.855,3.3,1.67,58.9,1.23,0.727,0.04,15.45,6395,0.19,0.1,3.13,116,2.1,31.8,3.37,27.2,3.1,838.1,13.4,5.5,5.6,8.09,82,13.76,4.24,8.5
geochem,2007190309,07.05.2008,-23.3762,117.0388,WA,,2007190309002 Fine,lt332,BOS,65109,8,360.7,0.4,12350,0.1,0.11,64.16,19.7,145.1,5.89,48.9,38,480,72472,16.9,0.96,0.01,15373,32.98,7,10263,798,1.2,0.44,2975,14.5,43.2,33.8,397,19.11,11.9,6.9,95.9,2.1,0.7,17.4,0.19,292663,5.556,2.2,0.72,57.3,1.21,0.851,0.03,15.36,7216,0.11,0.1,2.88,158.8,1.8,34.3,3.188,87.1,56.8,401.8,6.7,7.5,8.57,50.05,67.82,24.26,7.92,7.5
geochem,2007190310,10.06.2008,-20.204,121.3139,WA,,2007190310002 Fine,lt333,BOS,56482,5.4,81.5,0.26,507,0.11,0.01,38.31,5,64.1,2.14,8.3,5.21,180,25549,13.5,0.6,0.03,2499,21.74,4.5,217,93,0.9,0.52,141,19.5,14.2,4.5,179,13.71,7.33,4.43,26.4,0.9,0.14,19.4,0.09,368643,3.78,2.4,1.27,21.7,1.76,0.83,0.04,19.21,5903,0.07,0.1,4.23,76.7,2.1,42.7,5.39,10.1,0.1,1865,10.2,6.5,5.1,10.3,84.14,12.33,3.54,5.1
geochem,2007190311,13.11.2007,-30.5386,115.2264,WA,2007191259,2007190311002 Fine,lt334,BOS,41492,4.5,388,0.18,2094,0.21,0.01,68.1,4.6,85,3.64,4.9,1.31,460,41474,9.4,0.53,0.02,16237,39.57,14,8846,147,2.2,0.18,11069,35.2,9.7,6.4,109,25.48,12.5,7.73,140.8,0.4,0.06,12.2,0.04,328690,5.403,2,0.42,56.7,2.62,0.77,0.02,20.15,11602,0.09,0.1,2.25,47.7,1.7,28.3,2.771,8.4,1.4,1018.7,7.8,8,6.385,3185,80.23,17.04,2.73,7.1
geochem,2007190312,27.05.2008,-25.6009,142.7897,QLD,,2007190312002 Fine,lt335,BOS,78379,3.7,502.3,0.23,5603,0.13,0.11,63.06,27.1,58.1,3.36,24.1,20.4,300,37047,15.4,0.5,0.04,9305,29.62,12.3,5409,1208,0.5,0.33,5713,11.3,21.3,15.8,454,19.86,14.1,7.15,52,1,0.05,12.4,0.04,298519,6.13,1.6,1.09,182.8,0.83,0.86,0.06,8.72,6359,0.18,0.2,2.17,108.4,1.8,32.3,2.98,71.9,58.8,256,15.1,6,6.22,1726,16.51,58.72,24.77,10.8
geochem,2007190313,13.07.2008,-13.8248,130.7263,NT,,2007190313002 Fine,lt336,BOS,56757,5.8,377.3,0.33,3824,0.1,0.11,75.37,18.2,50.1,4.73,21.6,16.5,400,35061,13.3,0.7,0.03,19433,38.14,16.3,4227,736,0.5,0.25,2011,15.6,20.8,13.8,305,20.75,13.9,8.3,106.9,0.9,0.13,13.7,0.08,342095,6.76,3,1.13,34.8,1.29,1.1,0.05,16.95,5502,0.16,0.2,4.54,82.3,2.9,40.8,4.1,40.5,33.4,546,5.2,6,6.57,19.96,83.53,12.79,3.68,6
geochem,2007190315,09.06.2008,-20.3261,119.3061,WA,,2007190315002 Fine,lt337,BOS,61145,7.6,418.9,0.28,9162,0.15,0.1,62.45,20.4,172.7,3.22,45.1,37.1,320,53763,15.2,0.5,0.01,13946,34.47,12.3,10155,798,0.7,0.47,7783,18.8,52.1,42.7,467,15.76,9.93,7.3,69.6,1.1,0.43,17.7,0.09,322151,6.09,2.2,1.02,94.2,2.14,1.09,0.04,16.02,7653,0.13,0.1,3.83,121.1,2.2,47.1,5.09,64.5,55.1,1107,5,8,8.18,49,72.15,20.99,6.86,4.5
geochem,2007190316,14.11.2007,-28.8365,114.8258,WA,,2007190316002 Fine,lt338,BOS,56079,11.6,580.5,0.35,4824,0.94,0.03,836.55,11.8,103,1.5,18.4,12.7,340,40495,19.6,0.88,0.01,20819,376.11,8.2,2834,604,1,0.45,6692,47.5,16.4,12.7,777,51.3,16.6,84.78,96.6,0.4,0.11,31.8,0.12,329419,56.693,1.8,0.94,96,3.92,4.366,0.08,260.07,14131,0.08,0.2,19.38,111.8,3.8,101.3,10.22,79,21.8,4006,6,9,8.62,1149,89.81,7.25,2.94,5.2
geochem,2007190317,14.06.2008,-17.3729,124.0278,WA,,2007190317002 Fine,lt339,BOS,56609,4.2,448.5,0.28,6804,0.1,0.03,103.1,12.6,45.5,4.79,17.5,15.3,460,28284,13.5,0.6,0.02,16834,51.11,15.6,3702,434,0.9,0.52,4548,17.4,15.8,12.5,201,22.32,13.7,11.06,107.3,0.9,0.18,15.3,0.04,354883,8.9,3.4,1.59,71.2,1.52,1.25,0.03,26.18,6317,0.3,0.2,6.38,65,2.3,49.4,5.31,32,26.2,1416,6.3,7,6.435,10.22,67.75,27.28,4.97,3.8
geochem,2007190318,06.08.2008,-15.1562,144.343,QLD,,2007190318002 Fine,lt340,BOS,64818,7.8,380.8,0.36,2187,0.1,0.02,85.37,14.3,67.3,8.79,20.4,17.7,460,31158,14.3,0.6,0.03,16668,44.26,14.1,3733,596,0.5,0.43,4244,18.4,23,18.1,471,19.63,15.5,9.74,121,2.4,0.78,11.8,0.11,345965,7.76,3.2,0.77,69,1.51,1.14,0.09,15.41,5508,0.15,0.1,4.47,76.8,3.8,42.1,3.88,54.2,43.8,494.4,1.3,7.5,6.09,10.86,35.47,50.76,13.77,4.6
geochem,2007190319,05.02.2008,-42.4472,145.5385,TAS,,2007190319002 Fine,lt341,BOS,19716,2.2,136.4,0.09,1186,0.11,0.01,52.6,1.5,103.3,1.97,5.3,2.76,320,6476,5.2,0.58,0.04,7255,25.81,3.3,2484,39,0.6,0.3,1877,11.6,9.9,3,170,5.82,3.85,5.72,36.5,0.4,0.07,6.9,0.12,405441,4.332,0.7,0.05,21.9,0.9,0.615,0.03,6.64,3302,0.03,0.1,2.74,20.4,1.2,25.1,2.581,8.6,0.1,603.2,0.1,4.5,4.245,539,67.55,28.44,4.01,5.8
geochem,2007190321,20.05.2008,-18.0045,137.4515,NT,,2007190321002 Fine,lt342,BOS,46081,4.9,408.5,0.33,415,0.1,0.05,73.3,13,51.6,3.68,18.7,13.9,280,45223,10.7,0.5,0.02,9347,37.26,5.6,1544,147,0.9,0.61,556,13.3,14.5,8.8,227,17.73,11.9,7.87,62.3,1,0.14,12,0.19,308713,6.44,2.1,0.86,48.6,1.17,1.09,0.05,14.88,4183,0.05,0.1,4.33,70.3,2.9,42.4,4.12,14.5,4.9,782.9,3.7,5.5,4.7,14.02,90.1,7.06,2.84,16.4
geochem,2007190322,10.10.2007,-17.4075,143.7996,QLD,,2007190322002 Fine,lt343,BOS,82640,5.6,716.5,0.87,5360,0.33,0.01,306.92,8.9,46,8,19.3,11.9,520,25871,22.7,0.83,0.02,29344,156.96,10.9,3473,496,0.6,0.29,12367,30.9,13.4,8.6,340,36.29,18.4,34.62,208.2,0.4,0.27,18.3,0.06,316117,25.831,18.3,1.58,102.8,2.79,3.898,0.02,76.44,6442,0.27,0.3,14.09,56.7,5.9,155.6,16.372,63.4,35.8,1722.8,4.9,7.5,5.8125,4.905,81.22,14.31,4.47,5.1
geochem,2007190323,19.09.2007,-12.8,132.7344,NT,,2007190323002 Fine,lt344,BOS,104076,2.3,229.5,0.37,272,0.1,0.02,155.98,27.2,93.5,10.25,33.7,11.4,340,23122,21.1,0.67,0.02,5786,83.72,9.5,1037,333,2.3,1.3,430,17.2,77.8,23.1,279,23.72,13.2,16.52,53.7,0.4,0.09,20,0.1,305371,12.475,2.8,0.76,25.9,1.45,1.984,0.02,19,6820,0.19,0.4,4.92,77.1,2,70.3,5.974,19.5,12.2,720.4,1.9,4.5,4.95,2.965,89.51,6.95,3.54,9.4
geochem,2007190324,24.01.2008,-31.7374,124.4479,WA,,2007190324002 Fine,lt345,BOS,53438,5.4,233.7,0.19,133213,0.1,0.07,40.3,11.5,123.1,2.4,34.6,23.6,340,28829,12.3,0.41,0.05,13033,19.87,8.6,9588,356,0.8,0.2,1951,8.5,37,29.9,262,12.98,8.42,4.43,49.9,0.4,0.19,10.1,0.34,180767,3.646,1,0.73,176.8,0.68,0.518,0.02,10.08,4123,0.16,0.1,1.23,72.6,0.8,18.9,1.817,41.1,25.8,298.1,1.9,8.5,8.36,143.55,39.12,31.2,29.68,24.1
geochem,2007190325,04.03.2008,-38.3541,142.4958,VIC,,2007190325002 Fine,lt346,BOS,89452,10.1,456.2,0.14,9198,0.1,0.05,95.1,42.2,225.2,1.44,34.9,35,300,100070,26.8,0.69,0.02,2457,47.7,15.2,19640,1077,0.6,0.32,1966,60,137.5,155,1314,7.46,6.05,10.99,25.5,0.4,0.27,18.7,0.18,189180,9.892,1.9,2.58,172.2,3.87,1.304,0.07,8.03,15318,0.1,0.3,1.29,135.3,0.6,33.5,2.071,89.2,107,363.6,155,5.5,6.24,35.4,43.23,46.26,10.51,20.1
geochem,2007190326,24.05.2009,-29.4488,137.7461,SA,,2007190326002 Fine,lt347,BOS,72355,10.3,473.1,0.02,21434,0.1,0.08,55.75,14.5,53.5,4.79,26.2,22.3,480,39523,17.5,0.57,0.01,16619,27.2,30.7,15310,511,1.6,1.11,17286,8.5,21.2,18.1,476,14.91,0.17,6.64,76.2,0.4,0.12,12.6,0.16,253345,5.45,1.5,1.03,694.1,0.6,0.808,0.02,9.53,4363,0.25,0.2,2.41,134.6,1.2,27.3,2.616,82.5,72.7,309.9,12.6,9.5,8.35,5630,46.23,40.06,13.71,13.3
geochem,2007190327,25.02.2008,-26.1269,118.2939,WA,,2007190327002 Fine,lt348,BOS,80925,5.1,421.7,0.35,2666,0.1,0.11,85.9,16,162.7,3.18,37.1,29.8,220,49210,18.3,0.5,0.05,12559,49.9,8.2,2925,627,1.2,0.79,3806,15.8,36.7,24.2,358,23.88,13.2,9.87,83,0.4,0.22,15.9,0.2,308260,7.61,1.9,1.27,59.1,1.31,1.12,0.04,24.78,6598,0.18,0.2,6.05,112.8,1.8,44.4,4.01,66.5,41.6,665.8,5.8,5,6.11,10.19,79.14,14.63,6.23,7.5
geochem,2007190328,12.06.2008,-18.7158,121.9302,WA,2007191598,2007190328002 Fine,lt349,BOS,63294,5.6,126.4,0.24,593,0.1,0.01,66.53,6.2,56.5,3.34,10.6,7.58,120,25402,13,0.7,0.02,4184,33,7.9,428,116,0.6,0.67,215,18.3,19.5,8.8,170,15.57,11.9,6.61,49,0.4,0.1,18.1,0.09,364927,5.34,2.7,1.53,24.2,1.57,0.89,0.08,18.74,5711,0.12,0.1,4.38,85.6,2.2,40.6,5.27,10.5,0.3,1787,12.3,6,5.37,8.27,85.05,11.46,3.5,4.4
