DB,SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GRAINSIZE,DEPTH,Al,As,Ba,Bi,Ca,CdICPMS,CdAR,Ce,Co,Cr,Cs,CuICPMS,CuAR,F,Fe,Ga,Ge,Hg,K,La,Li,Mg,Mn,MoICPMS,MoAR,Na,Nb,NiCPMS,NiAR,P,PbICPMS,PbAR,Pr,Rb,SbICPMS,SbAR,Sc,Se,Si,Sm,SnICPMS,SnAR,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,ZnICPMS,ZnAR,ZrICPMS,ZrAR,FIELDpH,pH15,EC15,SAND,SILT,CLAY,LOI
geochem,2007190346,15.04.2008,-30.0768,147.5615,NSW,,2007190346001 Fine,lt1679,TOS,59906,2.6,316.2,0.23,4631,0.11,0.04,53.46,13.3,66.3,3.35,23.5,20,280,30788,12.6,0.6,0.02,12360,25.46,8.5,4709,682,0.4,0.17,3747,14.2,26.6,21.8,559,15.12,10.6,6.32,63.8,0.4,0.05,14.1,0.04,323946,6.01,1.9,1.14,110.1,0.7,0.91,0.02,10.41,6191,0.17,0.2,2.12,82.7,0.1,34.6,2.99,61.5,52.9,505.4,8.2,8,6.385,46.05,30.7,33.04,36.26,10.2
geochem,2007190347,19.05.2008,-21.0631,137.9789,NT,,2007190347001 Fine,lt1680,TOS,54624,1.9,298.7,0.23,5568,0.1,0.03,52.45,8.6,49.6,2.67,20.2,15.1,340,28941,11.9,0.55,0.01,8874,28.22,6.4,5656,356,0.3,0.09,1098,9.2,17.2,11.1,192,16.48,10.8,6.32,61,1,0.03,10.4,0.02,345404,4.973,2.7,1.17,83.3,1.44,0.687,0.02,11.26,4537,0.15,0.2,2,69.8,0.9,29.3,2.812,42.9,29.9,590.5,4.8,5.5,7.04,14.815,45.77,27.46,26.77,7.8
geochem,2007190348,05.10.2007,-17.5933,143.186,QLD,,2007190348001 Fine,lt1681,TOS,79189,3.9,855.2,0.31,15030,0.11,0.05,146,14.1,79.7,3.62,19,18.1,460,37187,19.7,0.6,0.02,27053,75.73,9.7,6717,775,0.5,0.32,13992,22.2,23.6,15.9,550,31.67,16.8,16.56,155.9,0.8,0.18,16.8,0.06,305979,12.61,4.2,1.02,263.9,1.59,1.6,0.06,34.1,7066,0.29,0.2,6.72,95.4,1.8,63.1,6.06,85.9,73.7,1049,1.3,5,5.9,71.9,84.38,12.98,2.64,4.3
geochem,2007190349,07.06.2008,-20.857,120.6887,WA,2007191436,2007190349001 Fine,lt1682,TOS,65977,13.6,391.4,0.44,7054,0.16,0.07,68.98,28.3,257.7,3.86,55.5,54,340,52798,16.4,0.46,0.13,13904,37.17,17.4,11614,666,0.8,0.46,7627,18.1,85.2,83.8,244,16.35,11.5,8.04,78.5,1.6,0.62,17.1,0.13,317776,6.782,4,1.06,92,1.87,1.182,0.02,15.66,7162,0.1,0.2,4.12,134,2.2,50.2,5.222,74.5,63.9,962.1,9.9,6.5,6.45,14.92,72.76,18,9.24,4.9
geochem,2007190350,13.05.2008,-37.081,140.7937,SA,,2007190350001 Fine,lt1683,TOS,25851,2.4,202.8,0.16,1422,0.17,0.12,62.89,2.2,42.1,1.8,5.8,2.21,320,9561,4.9,0.38,0.01,7745,32,3.2,1043,77,0.8,0.15,2159,18.5,9.3,2.2,580,15.89,10.7,6.7,46.3,1.2,0.02,8.7,0.06,374079,4.927,3.2,0.53,45.1,1.37,0.76,0.03,14.58,6916,0.05,0.1,3.21,33.9,2.1,32.9,3.8,15.3,1.1,1076.8,0.9,5.5,4.095,36.35,91.84,5.3,2.85,10.6
geochem,2007190352,14.04.2008,-38.6978,145.8815,VIC,2007190611,2007190352001 Fine,lt1684,TOS,65485,10.7,185.8,0.25,3159,0.12,0.13,80.49,10.6,52.8,4.17,22.3,19.5,480,56197,13,0.4,0.12,7761,40.68,18.6,4245,124,4.3,2.74,4385,9.3,29.9,25.4,1711,18.67,17,8.95,62.8,0.4,0.07,10.4,0.39,185633,7.066,1.1,0.8,80.1,0.58,1.049,0.08,7.04,4021,0.1,0.2,3.65,107.2,0.9,34.8,2.514,57.2,43,170.7,1.6,4.5,4.75,150.15,29.1,42.89,28.01,35.9
geochem,2007190354,11.06.2008,-19.4493,121.5819,WA,,2007190354001 Fine,lt1685,TOS,25332,3.4,121.8,0.02,2073,0.17,0.03,35.55,2.5,52.6,1.1,6,8.33,40,15366,5.4,0.37,0.02,3802,18.91,1,1001,209,0.3,0.22,260,18.6,9.3,2.4,175,10.33,0.02,4.08,24.3,0.4,0.1,13,0.02,412177,3.059,1.8,0.86,29,1.59,0.737,0.02,17.44,5813,0.25,0.1,4.1,41.5,1.9,41.5,5.805,8.9,0.1,1974,4.8,8,8.75,35.4,94.78,3.66,1.56,2.6
geochem,2007190355,03.03.2008,-28.6927,120.9417,WA,2007191257,2007190355001 Fine,lt1686,TOS,106241,7.1,289.2,0.35,3616,0.1,0.05,68.81,32.4,306.7,3.62,56.5,51.4,340,71472,25.1,0.66,0.02,14037,26.75,8.1,12446,1038,1.3,0.46,4325,14.1,108.5,85.4,471,19.63,12.6,6.59,54.4,2,0.27,5.5,0.26,241898,5.309,2.6,1.51,67,1.03,0.791,0.07,9.13,6892,0.17,0.2,4.71,174.7,1.9,23.7,2.953,89.5,63.2,339.7,11.3,8.5,7.565,1165.5,30.02,43.12,26.86,11.5
geochem,2007190357,16.07.2008,-15.0452,135.21,NT,2007190856,2007190357001 Fine,lt1687,TOS,23448,2.4,147.3,0.18,515,0.1,,33.36,4.6,26.9,2.41,7.7,,160,13960,5.5,0.5,,5952,14.86,,880,39,0.5,,208,8.9,7.6,,135,8.64,,3.51,42,0.4,,6.5,0.05,414626,3.46,1.3,,24.7,0.75,0.61,,7.9,2895,,,2.76,41,1.3,26.9,2.83,8.5,,660,,5.5,4.95,4.2,96.1,2.51,1.39,3.3
geochem,2007190358,27.06.2008,-33.8599,150.349,NSW,,2007190358001 Fine,lt1688,TOS,65623,4.6,472.2,0.47,6275,0.17,0.22,74.4,12,50.3,5.97,28.5,19.3,420,28864,15.9,0.8,0.05,18013,40.83,16.3,5258,356,0.7,0.1,7797,16.5,17.9,12.4,624,27.51,15.9,8.54,115.2,1.2,0.43,11.7,0.21,314719,7.09,3.4,1.69,162.1,1.41,0.97,0.02,18.65,4740,0.11,0.2,7.81,84.3,3.1,40.7,3.75,82.7,66.8,568.5,2.4,4.5,4.26,101.8,58.86,32.98,8.16,10
geochem,2007190359,18.09.2007,-12.9099,131.6679,NT,,2007190359001 Fine,lt1689,TOS,38792,2.1,336.3,0.35,415,0.13,3.93,53.64,4.3,39,2.57,8.6,5.72,280,7889,9.3,0.48,0.02,16768,27.64,4.4,1007,54,0.4,0.28,772,19.6,9.8,3.8,223,19.45,12.6,5.82,94.6,1,0.13,12.6,0.04,386596,4.807,3.7,0.54,29.7,1.46,1.017,0.02,30.3,5585,0.12,0.1,6.86,38.9,2.2,47.2,5.469,17.6,11.5,1345.8,0.4,4,4.71,11.18,78.94,16.24,4.82,5.3
geochem,2007190361,25.01.2008,-32.1672,125.3612,WA,2007191094,2007190361001 Fine,lt1690,TOS,69127,3,199.5,0.24,77709,0.11,0.15,48.45,11.5,118.9,3.45,29.3,26.1,200,37453,16.3,0.5,0.03,19723,26.08,15.6,17240,441,0.3,0.14,4251,9.5,44.1,24.4,323,16.4,12.1,5.65,67.1,0.4,0.13,12.9,0.2,202805,4.67,1.7,0.97,149,0.73,0.59,0.04,12.33,4075,0.17,0.1,1.07,57.1,1.1,23.8,1.91,61.8,27.6,221.3,5,8.5,8,2370,21.19,39.11,39.7,20.3
geochem,2007190363,03.04.2009,-23.496,129.0363,NT,,2007190363001 Fine,lt1691,TOS,41746,6.1,132.9,0.02,76008,0.1,0.03,37.31,5.6,45.6,4.41,15.4,17.7,940,20730,9.5,0.32,0.01,8127,18.61,72.3,34793,279,1.2,0.31,24082,6.3,17.6,12.6,266,11.35,0.07,4.2,74.6,0.4,0.1,6.9,0.13,159827,2.886,1.5,1.17,372.4,0.5,0.435,0.1,8.43,2517,0.25,0.1,10.36,82.4,1,17.8,1.929,40.4,37,327.6,11.3,5.5,6.93,12600,52.8,32.75,14.45,24.5
geochem,2007190364,19.02.2008,-34.1701,142.9943,NSW,,2007190364001 Fine,lt1692,TOS,57371,7.1,346.7,0.22,36943,0.13,0.06,59.46,9.9,57.6,4.2,25.5,19.2,380,29780,12.9,0.5,0.01,16951,28.9,15.4,10751,387,0.3,0.32,2819,10.6,23.5,16.2,502,18.01,10.2,7.09,80,0.4,0.23,10,0.07,272340,6.18,2.1,1.3,260.7,0.8,0.79,0.02,10.7,3889,0.15,0.1,1.78,70,1.3,29.3,2.7,58.6,40.2,437.5,5.7,10,7.77,275,64.66,23.82,11.52,16.3
geochem,2007190366,15.05.2008,-31.0619,152.801,NSW,,2007190366001 Fine,lt1693,TOS,68259,16,496.6,0.02,6597,0.1,0.12,54.47,14.6,56.3,5.75,22.7,34.1,320,31571,14.8,0.52,0.18,20005,28.46,16.5,7043,744,0.5,0.61,14282,9.7,17.1,19,716,20.41,0.1,7.13,94.4,18.3,12.2,12.3,0.24,307839,5.918,2.2,0.89,143.8,0.72,0.884,0.02,9.95,4405,0.25,0.2,2.79,88.7,3.4,33.1,3.124,89.8,75,325.8,4.7,6,5.63,41.1,85.78,11.52,2.7,9.2
geochem,2007190367,20.09.2007,-17.947,140.181,QLD,,2007190367001 Fine,lt1694,TOS,52380,7.9,383.5,0.02,2466,0.1,0.05,54.99,19.2,70.4,2.63,18,13.3,120,38733,10.7,0.4,0.01,5944,24.28,3,3509,689,0.3,0.32,3094,11.6,17.8,11.4,458,13.02,0.04,6.54,29.8,0.4,0.06,12.4,0.1,334626,6.3,1.6,0.57,145.4,0.82,1.12,0.02,8.66,6640,0.25,0.2,2.57,111.9,1.4,40.5,4.36,57.5,42.4,742,2.4,7,6.56,56,37.79,45.93,16.28,9.5
geochem,2007190368,03.09.2007,-33.0199,149.2815,NSW,,2007190368001 Fine,lt1695,TOS,47192,6,405.1,0.24,7754,0.1,0.14,54.48,9,62.9,3.71,13.7,14.8,360,22059,9.2,0.51,0.03,13448,27.81,9.2,4293,604,0.4,0.24,8198,10.3,14.5,12,493,17.07,12.8,6.2,76.1,1.3,0.26,10.3,0.11,356276,5.273,1.9,0.87,145,0.81,0.848,0.02,10.76,3668,0.13,0.1,3.15,63.5,1.5,33,3.316,55,46.5,548.7,1.8,5.5,5.925,58.5,74.86,21.14,4,6.3
geochem,2007190369,20.05.2008,-17.9824,137.9685,NT,,2007190369001 Fine,lt1696,TOS,50654,5.3,404.8,0.11,1165,0.13,0.06,94.66,10.5,45.6,4.88,18.8,16.1,260,28074,12.1,0.6,0.02,19084,47.21,5.4,2406,372,0.3,0.44,853,17.2,14.1,9,367,17.37,0.09,10.1,112.3,0.9,0.18,13.2,0.15,347395,8.02,3.2,0.87,49.8,1.59,1.41,0.03,25.5,4663,0.25,0.1,6.56,67.4,2.9,52.7,5.82,28.6,21.2,942,1.7,5.5,5.06,14.86,71.25,21.81,6.94,8.1
geochem,2007190370,05.04.2008,-20.7054,118.2928,WA,,2007190370001 Fine,lt1697,TOS,67480,2.2,666.4,0.24,8641,0.1,0.05,62.6,19.5,188.3,4.17,34,31.6,280,48524,15.6,0.41,0.01,18686,35.06,13.2,9286,534,0.4,0.21,11470,13.7,61,54.8,367,18.38,11,7.35,104.5,1,0.16,13.5,0.08,310961,5.966,2.2,0.94,120.7,1.35,0.982,0.04,20.49,5262,0.12,0.1,4.47,99,1.1,41.3,4.555,61.8,43.4,541.9,9.2,7.5,6.615,10.06,89.51,7.57,2.92,6.1
geochem,2007190372,23.01.2008,-34.2069,144.625,NSW,,2007190372001 Fine,lt1698,TOS,66088,4.7,566.5,0.32,3416,0.1,0.01,63.63,12.7,72.3,5.18,21.6,16.3,500,33082,15.7,0.59,0.02,13057,31.68,8.5,6886,534,1.3,0.28,3962,11.6,26.2,17.5,244,17.71,11.8,7.26,94.2,1.1,0.17,12.4,0.1,312120,6.378,2.6,1.38,124.7,0.9,0.979,0.06,12.64,4411,0.18,0.2,3.21,84.9,1.7,34.1,3.279,55.6,36.8,575.7,4.5,8,6.66,470.5,26.77,42.71,30.52,11.2
geochem,2007190373,15.05.2008,-22.2831,137.9364,NT,,2007190373001 Fine,lt1699,TOS,40370,4.8,203,0.02,2780,0.1,0.03,28.6,4.9,37.3,1.7,9.9,15,120,21737,7.1,0.4,0.01,10293,15.25,7,3552,294,0.3,0.16,1157,5.6,13.6,11.2,231,11.32,8.8,3.24,32,0.4,0.11,6.5,0.01,374013,2.56,1,0.71,44.4,0.42,0.4,0.02,5.65,5364,0.12,0.1,1.14,43.6,1,15,1.63,29.1,49.5,379.3,6.4,5.5,7.3,30,60.63,25.94,13.43,5.8
geochem,2007190374,25.09.2007,-16.4852,141.7924,QLD,,2007190374001 Fine,lt1700,TOS,47399,3.6,195.9,0.08,386,0.1,0.02,76.77,5.5,41.5,4.59,7.3,7.54,120,11792,10.3,0.5,0.03,6616,37.24,4.5,494,77,0.3,0.18,645,20.5,9.2,4.2,214,25.12,16.5,8.47,61.7,0.9,0.08,9.5,0.05,376580,7.03,5.4,1.05,15.9,1.9,1.28,0.02,24.54,5460,0.13,0.1,5.43,44.1,4.4,50.4,5.78,19.4,25.5,733.6,1.4,5,4.47,38.1,50.85,37.66,11.48,6.7
geochem,2007190375,17.11.2007,-28.8937,116.3855,WA,,2007190375001 Fine,lt1701,TOS,83428,5.6,565.7,0.4,2966,0.26,0.1,51.5,9.5,202.5,2.63,23.6,17.5,160,55546,21.2,0.5,0.04,16536,29.92,8.5,4311,449,1.5,0.55,3702,18.3,26.8,12.4,515,25,11.2,5.49,88.6,0.4,0.3,16.5,0.22,296037,4.08,1.7,0.99,67.9,1.89,0.57,0.02,29.96,7323,0.14,0.1,9.7,142.1,1.5,27.8,3.06,41.4,33,1184,13,7.5,7.135,18.21,91.28,5.83,2.89,7.8
geochem,2007190377,09.07.2008,-15.3595,130.2883,NT,,2007190377001 Fine,lt1702,TOS,41725,5,323.6,0.02,9999,0.1,0.01,45.73,13.1,40.7,3.61,13.6,20,200,24570,9.4,0.5,0.02,16038,22.76,8.3,5668,356,0.3,0.22,4340,12.3,15.9,16.6,209,10.9,5.94,5.16,80.3,0.4,0.09,10.3,0.02,357435,4.55,1.7,0.81,104.8,1.02,0.83,0.03,11.05,4764,0.08,0.1,2.29,69,2.1,31.2,3.29,22.6,37.6,380.3,6.1,6.5,8.6,69.5,48.53,40.25,11.22,6.3
geochem,2007190378,20.12.2007,-34.87,143.87,NSW,,2007190378001 Fine,lt1703,TOS,55677,3.8,287.2,0.3,3030,0.1,0.04,76.02,8.8,65.4,4.13,21,13.9,340,25227,11,0.64,0.01,15797,37.98,6.1,4094,294,1.2,0.23,3732,13.1,20.4,11.6,279,17.38,9.96,8.66,90.8,1.1,0.15,11.6,0.05,341183,6.945,2.8,0.96,70.9,0.99,1.115,0.02,17.07,4860,0.13,0.2,3.66,68.1,1.7,40.1,4.165,44,20.2,779.2,3.3,8.5,6.05,110.45,27.15,47.45,25.4,8.3
geochem,2007190379,17.04.2008,-25.3949,132.5496,NT,,2007190379001 Fine,lt1704,TOS,81957,5.4,520.6,0.29,2451,0.21,0.04,86.39,13.4,69.1,4.66,24.7,18.7,240,45923,19.2,0.7,0.07,19416,45.91,16.6,3359,589,0.6,0.08,1380,18.4,23.1,12.2,463,24.39,10.1,9.98,111.8,0.4,0.14,17.8,0.1,304661,8.13,2.7,1.7,93.4,1.52,1.08,0.02,20.05,7281,0.23,0.2,3.1,119.3,1.5,46.7,4.57,66.2,38.7,1435,11.3,6.5,6.4,7.65,76.86,18.48,4.66,7.8
geochem,2007190381,04.02.2008,-42.78,147.0877,TAS,,2007190381001 Fine,lt1705,TOS,59705,4.6,398.2,0.17,13551,0.16,0.15,82.49,26.8,103.3,2.62,24.8,18.1,200,43468,12.7,0.54,0.05,11970,41.1,5.9,9744,550,2.2,1.01,9162,12.1,38,19.8,519,27.01,19.7,8.86,66.4,0.4,0.13,22.5,0.25,297234,6.652,2,1.72,105.9,0.76,0.951,0.05,17.53,6454,0.04,0.1,3.74,172.3,0.8,32.8,3.168,89.4,59.9,693,2.5,4.5,5.53,146.55,60.54,30.38,9.07,11.3
geochem,2007190382,08.04.2008,-21.949,138.4578,QLD,,2007190382001 Fine,lt1706,TOS,23908,1,227.9,0.13,2423,0.1,0.04,36.36,4.9,33.9,1.26,7.1,4.38,120,13477,5.4,0.4,0.02,6350,18.77,3.6,2111,217,0.3,0.22,1165,10.5,9.1,3.3,157,8.89,3.96,4.13,34.6,0.4,0.05,8.4,0.01,409143,3.66,0.9,0.55,43.5,0.79,0.51,0.02,8.13,4213,0.08,0.1,2.47,34.1,0.9,27.7,3.1,19.8,10.1,1170,6.5,8.5,6.65,68.1,43.97,34.96,21.07,3.5
geochem,2007190383,01.04.2008,-22.4011,145.129,QLD,2007191416,2007190383001 Fine,lt1707,TOS,59398,2.6,393.6,0.22,3838,0.1,0.01,69.01,13.7,60.7,3.33,13.5,9.88,200,24738,13.3,0.5,0.03,6549,31.8,10.4,2870,836,0.5,0.01,4244,12.7,22.1,10.5,319,18.92,10.4,7.46,59.3,0.4,0.17,10.8,0.06,340038,6.52,1.5,1.14,124.1,1,0.94,0.06,11.63,5064,0.18,0.2,2.86,76.7,1.9,34.5,3.37,47.1,53.4,594.1,7.3,7,6.5,44.6,34.36,46.46,19.18,9
geochem,2007190384,13.04.2008,-22.9377,132.823,NT,,2007190384001 Fine,lt1708,TOS,62193,3,390.9,0.22,2001,0.22,0.05,129,8.1,57,3.14,15.1,13.7,200,32753,15.9,0.6,0.05,15938,68.22,13.9,2671,248,0.6,2.15,1513,13,16.7,23.8,297,18.13,7.79,14.71,90.5,0.4,0.22,14.1,0.07,339421,11.61,2,1.88,63.6,1.16,1.53,0.02,37.15,5771,0.29,0.1,5.47,78.1,1.6,56.5,5.43,33.5,30.3,1276,10,6,6.26,5.76,85.35,11.89,2.76,6.9
geochem,2007190385,28.05.2008,-25.2378,143.7987,QLD,,2007190385001 Fine,lt1709,TOS,59652,2.7,296.1,0.17,2466,0.13,0.01,42.6,10.4,54,2.22,21.2,11.7,160,25346,13.2,0.5,0.04,5006,20.84,3.5,2231,356,0.7,0.24,2092,10.2,12.8,5.9,314,13.35,4.63,5.04,30.9,0.4,0.08,11.5,0.07,346376,4.21,1.4,0.91,106.7,0.81,0.72,0.05,7.84,5514,0.08,0.1,2.13,93.8,1.6,28.7,2.8,42.3,26.5,496.8,3,6,5.845,32.35,25.9,54.96,19.14,8.3
geochem,2007190386,02.04.2008,-21.615,115.9246,WA,,2007190386001 Fine,lt1710,TOS,51062,12.7,285.1,0.27,7347,0.12,0.11,51.61,17.2,85.1,3.58,35.7,29.9,260,172024,13.2,0.99,0.06,10476,26.52,5.3,6139,821,1.7,0.71,2448,10.8,32.8,24.5,493,17.46,14.7,5.77,68.8,2.1,0.97,13.6,0.39,241216,4.809,1.9,1.39,55.7,0.8,0.874,0.13,10.48,4806,0.15,0.2,2.38,113.5,1.4,34.4,3.02,68.3,46.7,248,6,8.5,7.13,84.45,47.1,36.63,16.28,9.4
geochem,2007190387,14.08.2009,-12.3632,136.7093,NT,,2007190387001 Fine,lt1711,TOS,87647,11.2,98.1,0.56,1608,0.32,0.04,149.86,4.6,97.3,2.2,8.9,8.21,100,58903,22.2,0.6,0.04,2565,80.15,4,712,155,1.3,1.15,349,24,12.5,11,397,35.39,24.1,17.03,40,0.4,0.15,34.9,0.41,237416,13.533,3.3,1.62,46.3,1.9,2.596,0.02,61.42,8384,0.25,0.3,12.31,188.4,2.2,166.6,15.062,13.5,28.7,3105,6.5,6.5,5.42,7.925,90.73,6.74,2.53,21.7
geochem,2007190389,12.09.2009,-26.7625,134.5393,SA,2007190074,2007190389001 Fine,lt1712,TOS,53623,3.7,526,0.27,2616,0.52,0.05,87.52,6.9,66.5,2.42,15.9,23.1,180,36005,11,0.62,0.02,15207,44.47,5.2,2677,449,0.6,0.19,2226,20.8,44.6,9.2,375,17.57,7.92,9.49,71.1,0.4,0.14,20.9,0.17,339594,6.874,3.5,1.19,116.4,1.52,0.906,0.04,25.58,8912,0.11,0.1,3.98,107.6,1.5,40.1,5.565,51.4,49,2974.9,5.2,6,6.31,33,88.51,7.74,3.75,7.1
geochem,2007190390,26.05.2008,-22.0194,133.9843,NT,,2007190390001 Fine,lt1713,TOS,54989,2.7,354.9,0.22,2473,0.14,0.05,72.82,7.9,54.1,3.28,17.7,11.6,220,29032,12.7,0.6,0.03,15838,37.93,8.6,3142,271,0.5,0.31,1862,12,16.5,7.9,371,16.26,5.93,8.32,83.6,1,0.14,12.5,0.06,350120,6.65,1.7,1.31,72,0.99,0.97,0.02,17.78,5040,0.16,0.1,4.67,67,1.5,37.6,3.84,42.8,28.3,943.1,2.1,6,5.62,15.16,83.62,12.12,4.27,6.4
geochem,2007190391,25.10.2008,-26.3032,139.3861,SA,,2007190391001 Fine,lt1714,TOS,56556,5.1,388.9,0.02,4839,0.1,0.05,48.43,12.9,67.2,2.37,18.5,21.3,160,29361,11.9,0.5,0.01,9480,23.79,6.5,4112,472,0.3,0.17,4667,10.7,16.4,15.5,319,12.28,6.87,5.74,37.8,0.4,0.07,12.4,0.02,345282,5.16,1.2,0.76,207.4,0.76,0.8,0.03,7.86,6484,0.12,0.1,2.44,94.5,1.4,30,3.51,47.7,44.2,971.9,11.3,6.5,7,57.4,54.1,33,12.9,6.7
geochem,2007190392,22.09.2007,-17.463,141.1887,QLD,,2007190392001 Fine,lt1715,TOS,90357,5.1,577.4,0.46,2380,0.1,0.04,143.8,26.3,62.7,8.85,30.5,21.2,480,36502,24.2,0.6,0.02,11978,61.25,11.4,3075,1262,0.9,0.11,1803,21.2,23.4,10.9,249,40.52,21.7,14.28,137.6,1.4,0.21,14.6,0.09,292457,10.93,3.6,1.66,75,1.72,1.47,0.02,17.51,5436,0.36,0.3,6.05,92.3,3.5,43.4,4.88,70.9,43.3,476.8,2.4,6.5,5.76,59.8,30.26,53.93,15.81,11.4
geochem,2007190393,17.10.2007,-35.3967,143.649,VIC,2007191050,2007190393001 Fine,lt1716,TOS,59128,3.4,572,0.35,4181,0.13,0.06,75.73,7.5,67.5,7.73,19.1,12.7,380,21507,14.9,0.6,0.03,15116,39.07,13.2,4450,426,0.5,0.3,2715,14.5,20.5,12.9,480,18.97,11,8.48,137.9,2.1,0.34,10.7,0.12,306385,6.82,2.9,1.53,72.9,1.24,0.96,0.02,13.55,4201,0.2,0.1,3.51,70.9,2.9,35.3,3.21,64.8,45.5,358.9,4,4.5,5,1567,24.44,60.74,14.83,15.6
geochem,2007190394,05.09.2007,-33.0336,146.6446,NSW,,2007190394001 Fine,lt1717,TOS,54560,5,384.3,0.35,4302,0.1,0.01,63.62,10.3,64.6,4.04,24.2,18.6,300,25738,12.8,0.5,0.04,13780,32.34,7.4,4366,380,0.7,0.13,4756,13.8,17.8,10.8,559,17.89,10.3,7.36,86.6,1.2,0.23,12.1,0.12,327353,6.28,2.4,1.27,87.3,1.04,0.91,0.02,11.98,4591,0.17,0.2,3.33,73.7,2.1,35.5,3.36,55.1,42.1,444.6,3.1,6,5.25,499,29.65,54.26,16.09,11.3
geochem,2007190395,22.01.2008,-31.3524,123.6103,WA,,2007190395001 Fine,lt1718,TOS,106448,10,341.3,0.02,6146,0.15,0.08,89.68,36.6,205.7,3.08,40.9,45.4,180,79116,22.5,0.8,0.03,13149,44.2,21.5,4643,1278,0.6,0.55,3086,13.8,65.7,52.2,986,22.89,16.1,10.05,75.6,0.4,0.22,26.4,0.17,236920,8.67,1.7,1.26,73.7,1.15,1.28,0.03,16.04,8115,0.19,0.3,1.76,160.5,1.6,43.3,4.4,79.5,36.4,447.7,9,6.5,7.55,16.71,66.64,23.77,9.6,12.4
geochem,2007190396,12.03.2008,-32.3173,150.7568,NSW,,2007190396001 Fine,lt1719,TOS,80417,5.5,374.3,0.09,23907,0.15,0.02,44.76,29.9,177.1,2.13,38.4,30.7,320,59155,17.6,0.6,0.03,11580,22.67,8.9,13411,929,0.9,0.04,17806,25.4,55.2,44,1200,9.32,5.27,5.31,40.1,0.9,0.23,11.6,0.09,258888,5.07,1.3,1.38,375.9,1.45,0.74,0.02,4.56,10482,0.05,0.2,1.48,170.3,0.9,23.8,2.32,96.2,83.4,273.2,13.7,8,7.12,77.35,66.24,26.94,6.82,9.3
geochem,2007190398,26.03.2008,-28.7493,122.1932,WA,,2007190398001 Fine,lt1720,TOS,102705,7.9,302.8,0.43,2409,0.25,0.11,67.36,30.5,258.8,4.13,54.9,43.1,240,72339,24,0.7,0.01,13713,35.8,11.5,5138,1425,1.5,0.29,2003,16.6,67.3,41,742,27.43,9.89,7.35,78.8,1,0.25,23.3,0.2,264633,5.61,2,1.96,71.2,1.3,0.82,0.02,18.78,7833,0.27,0.1,8.29,163.8,2.4,31.9,3.09,116,76.2,464.5,9.6,6.5,6.67,18.51,53.53,34.61,11.87,8.8
geochem,2007190399,10.04.2008,-16.7679,131.2421,NT,,2007190399001 Fine,lt1721,TOS,61833,2,247.8,0.17,11364,0.1,0.01,43.81,27.7,63.3,2.11,33,30.5,300,56924,14.6,0.6,0.01,13024,23.95,11.6,13278,604,0.6,0.29,5616,11.2,26.4,21.1,275,11.69,6.63,5.41,60,1.1,0.08,20.8,0.07,297673,4.91,1.6,1.48,55.1,0.8,0.84,0.02,9.92,6958,0.09,0.3,2.01,181.6,1.3,35.4,3.23,48.6,51.6,421.2,11,6,7.7,53.1,32.32,48.73,18.95,9
geochem,2007190401,25.10.2007,-25.0221,150.1154,QLD,,2007190401001 Fine,lt1722,TOS,77458,4.6,543.2,0.23,14337,0.1,0.06,63.68,13.1,47.7,4.99,32.2,17.6,260,26738,15.9,0.5,0.02,16253,32.48,7,4908,705,0.4,0.08,8250,11.2,16.7,9.7,868,18.42,14.1,7.57,89.9,1.2,0.19,12.5,0.23,287745,6.56,1.5,0.82,252.5,0.75,0.86,0.02,11.62,4920,0.13,0.2,2.48,79.6,1.7,34.9,3.25,72.8,42.5,373.3,1.9,8,7.68,106.1,24.26,52.28,23.46,12.9
geochem,2007190402,06.06.2008,-21.3427,119.3524,WA,,2007190402001 Fine,lt1723,TOS,75621,3.3,486.5,0.39,13837,0.15,0.06,69.06,23.2,131.2,6.22,64.1,49.8,420,52490,20.2,0.5,0.02,15257,38,16.9,13176,728,0.6,0.32,13354,16.6,47.1,35.3,367,18.79,12.7,7.78,109,0.4,0.14,15.9,0.1,280202,6.37,3.1,1.16,172,1.93,1.02,0.02,22.63,5448,0.12,0.2,5.33,120.8,2.3,43.5,4,78.5,52.7,488.2,3.4,7.5,7.97,30.7,80.71,15.07,4.22,9.3
geochem,2007190403,26.07.2007,-26.963,150.8659,QLD,,2007190403001 Fine,lt1724,TOS,63585,2,349.5,0.09,10049,0.1,0.04,61.89,29.5,135.1,1.76,23.1,25,200,48664,16.5,0.4,0.05,9148,29.15,6,6892,906,0.8,0.11,6788,27.7,48.6,51.8,982,9.58,7.37,6.96,44.9,0.4,0.11,12.8,0.16,259211,6.85,1.3,1.09,208.7,1.65,0.98,0.02,6.07,13316,0.08,0.2,1.51,113.9,0.9,34,2.77,73.6,72.2,413.7,14.8,6,5.725,84.5,23.94,46.67,29.38,18.3
