SITEID,SAMPLEID,HgCOMP
2007191135,2007191135002,21.5485
2007191136,2007191136001,11.8056
2007191136,2007191136002,10.91375
2007191138,2007191138001,16.9071
2007191138,2007191138002,23.9419
2007191139,2007191139001,17.0272
2007191139,2007191139002,17.1357
2007191141,2007191141001,6.23375
2007191141,2007191141002,6.8084
2007191142,2007191142001,22.1449
2007191142,2007191142002,12.5585
2007191143,2007191143001,52.8754
2007191143,2007191143002,70.9357
2007191144,2007191144001,17.5636
2007191144,2007191144002,25.3907
2007191145,2007191145001,27.9915
2007191145,2007191145002,83.9254
2007191147,2007191147001,23.9999
2007191147,2007191147002,27.9439
2007191149,2007191149001,7.4382
2007191149,2007191149002,5.6196
2007191152,2007191152001,6.42505
2007191578,2007191578001,18.4908
2007191152,2007191152002,9.1673
2007191578,2007191578002,22.7907
2007191154,2007191154001,30.6978
2007191154,2007191154002,22.1044
2007191155,2007191155001,7.2693
2007191155,2007191155002,13.1182
2007191156,2007191156001,24.5985
2007191156,2007191156002,15.4873
2007191158,2007191158001,26.6149
2007191158,2007191158002,10.106
2007191159,2007191159001,8.5755
2007191159,2007191159002,15.2422
2007191161,2007191161001,7.0704
2007191161,2007191161002,1.4849
2007191165,2007191165001,5.2975
2007191165,2007191165002,3.3648
2007191167,2007191167001,44.734
2007191167,2007191167002,30.5938
2007191168,2007191168001,19.285
2007191195,2007191195001,17.6494
2007191168,2007191168002,13.5924
2007191195,2007191195002,22.2852
2007191169,2007191169001,19.8162
2007191169,2007191169002,13.9957
2007191172,2007191172001,13.1127
2007191172,2007191172002,3.7551
2007191173,2007191173001,24.9933
2007191173,2007191173002,21.3558
2007191174,2007191174001,10.018
2007191175,2007191175001,23.7364
2007191175,2007191175002,20.2287
2007191178,2007191178001,11.5894
2007191178,2007191178002,10.1349
2007191179,2007191179001,34.7708
2007191179,2007191179002,46.9665
2007191181,2007191181001,38.287
2007191181,2007191181002,16.2447
2007191184,2007191184001,32.0685
2007191184,2007191184002,55.8562
2007191186,2007191186001,27.3373
2007191186,2007191186002,10.752
2007191187,2007191187001,29.2259
2007191187,2007191187002,26.3841
2007191188,2007191188001,11.64515
2007191188,2007191188002,16.576
2007191190,2007191190001,13.3878
2007191190,2007191190002,9.6425
2007191192,2007191192001,6.6559
2007191339,2007191339001,4.82865
2007191192,2007191192002,9.4812
2007191339,2007191339002,16.3402
2007191193,2007191193001,20.5295
2007191193,2007191193002,17.3523
2007191194,2007191194001,22.0765
2007191194,2007191194002,20.51085
2007191197,2007191197001,17.67
2007191197,2007191197002,11.8414
2007191199,2007191199001,23.6744
2007191199,2007191199002,28.8032
2007191201,2007191201001,17.4376
2007191201,2007191201002,41.8036
2007191202,2007191202001,19.9771
2007191202,2007191202002,17.8069
2007191203,2007191203001,26.0549
2007191203,2007191203002,23.7184
2007191204,2007191204001,15.8911
2007191204,2007191204002,14.7076
2007191206,2007191206001,81.735
2007191207,2007191207001,32.9112
2007191207,2007191207002,23.2664
2007191208,2007191208001,12.6901
2007191208,2007191208002,16.1666
2007191209,2007191209001,26.58
2007191209,2007191209002,21.5203
2007191210,2007191210001,54.64875
2007191210,2007191210002,60.8492
2007191212,2007191212001,20.9611
2007191212,2007191212002,28.6829
2007191215,2007191215001,38.0711
2007191281,2007191281001,20.9328
2007191215,2007191215002,20.6005
2007191281,2007191281002,20.3716
2007191216,2007191216001,28.2791
2007191385,2007191385001,39.5446
2007191216,2007191216002,31.1639
2007191385,2007191385002,37.598
2007191218,2007191218002,14.2044
2007191219,2007191219001,7.1637
2007191219,2007191219002,5.04215
2007191221,2007191221001,215.9967
2007191221,2007191221002,30.7525
2007191222,2007191222001,13.6304
2007191222,2007191222002,12.9834
2007191223,2007191223001,76.2538
2007191223,2007191223002,26.5403
2007191224,2007191224001,4.7935
2007191224,2007191224002,5.4761
2007191225,2007191225001,15.2979
2007191225,2007191225002,12.1049
2007191226,2007191226001,34.17655
2007191226,2007191226002,22.6141
2007191227,2007191227001,8.1181
2007191227,2007191227002,2.3275
2007191228,2007191228001,8.7855
2007191230,2007191230001,25.2689
2007191230,2007191230002,20.2585
2007191231,2007191231001,10.1497
2007191231,2007191231002,7.9047
2007191232,2007191232001,42.4885
2007191232,2007191232002,45.5433
2007191233,2007191233001,24.38765
2007191233,2007191233002,12.9148
2007191234,2007191234001,12.4101
2007191234,2007191234002,10.7503
2007191237,2007191237001,14.283
2007191237,2007191237002,17.3415
2007191238,2007191238001,7.7299
2007191238,2007191238002,5.258
2007191239,2007191239001,8.0852
2007191239,2007191239002,5.0449
2007191243,2007191243001,7.4471
2007191244,2007191244001,4.2246
2007191244,2007191244002,2.3852
2007191246,2007191246001,9.8768
2007191246,2007191246002,6.9493
2007191247,2007191247001,9.2702
2007191247,2007191247002,4.1126
2007191248,2007191248001,7.9336
2007191248,2007191248002,6.8766
2007191249,2007191249001,7.909
2007191249,2007191249002,3.5597
2007191250,2007191250001,20.7485
2007191250,2007191250002,11.9547
2007191251,2007191251001,19.0362
2007191251,2007191251002,20.04705
2007191252,2007191252001,6.9831
2007191252,2007191252002,12.394
2007191255,2007191255001,9.3259
2007191255,2007191255002,6.8956
2007191256,2007191256001,108.312
2007191256,2007191256002,55.2118
2007191258,2007191258001,9.862
2007191261,2007191261001,11.5257
2007191261,2007191261002,17.6732
2007191262,2007191262001,51.16975
2007191262,2007191262002,40.7253
2007191263,2007191263001,35.9193
2007191263,2007191263002,54.4985
2007191264,2007191264001,5.8079
2007191486,2007191486001,9.0766
2007191264,2007191264002,11.8327
2007191486,2007191486002,9.3735
2007191266,2007191266001,28.9574
2007191266,2007191266002,19.2227
2007191267,2007191267001,72.7331
2007191267,2007191267002,30.09775
2007191269,2007191269001,66.9361
2007191269,2007191269002,29.806
2007191270,2007191270001,36.5279
2007191270,2007191270002,30.02
2007191272,2007191272001,5.3126
2007191272,2007191272002,6.1688
2007191273,2007191273001,37.7381
2007191273,2007191273002,34.6538
2007191274,2007191274001,24.2152
2007191274,2007191274002,12.828
2007191275,2007191275001,33.609
2007191590,2007191590001,31.8173
2007191275,2007191275002,29.6928
2007191590,2007191590002,43.7365
2007191276,2007191276001,16.6318
2007191276,2007191276002,11.87765
2007191278,2007191278001,14.798
2007191278,2007191278002,9.5292
2007191279,2007191279001,66.8414
2007191279,2007191279002,47.6794
2007191283,2007191283001,78.0238
2007191283,2007191283002,33.9286
2007191284,2007191284001,22.8655
2007191284,2007191284002,15.3477
2007191285,2007191285001,8.5153
2007191285,2007191285002,8.8064
2007191286,2007191286001,20.8356
2007191286,2007191286002,34.3216
2007191287,2007191287001,10.18775
2007191287,2007191287002,7.2189
2007191289,2007191289001,4.5659
2007191289,2007191289002,16.3849
2007191291,2007191291001,19.5266
2007191291,2007191291002,3.6142
2007191292,2007191292001,23.9565
2007191292,2007191292002,30.3965
2007191293,2007191293001,12.4899
2007191518,2007191518001,11.1521
2007191293,2007191293002,21.94465
2007191518,2007191518002,14.4079
2007191294,2007191294001,28.7661
2007191294,2007191294002,16.0597
2007191295,2007191295001,5.71
2007191296,2007191296001,31.2413
2007191296,2007191296002,88.2038
2007191298,2007191298001,17.8877
2007191298,2007191298002,11.4622
2007191301,2007191301001,29.816
2007191301,2007191301002,34.075
2007191302,2007191302001,53.6037
2007191302,2007191302002,46.1843
2007191303,2007191303001,32.1958
2007191303,2007191303002,19.2326
2007191304,2007191304001,8.8022
2007191304,2007191304002,28.1972
2007191305,2007191305001,38.7434
2007191305,2007191305002,79.1066
2007191306,2007191306001,14.8174
2007191306,2007191306002,9.7714
2007191307,2007191307001,113.2947
2007191307,2007191307002,100.7505
2007191308,2007191308001,45.4865
2007191308,2007191308002,14.08
2007191309,2007191309001,56.6219
2007191309,2007191309002,51.5053
2007191310,2007191310001,36.0629
2007191310,2007191310002,54.2335
2007191311,2007191311001,10.4663
2007191311,2007191311002,8.9313
2007191313,2007191313001,35.323
2007191313,2007191313002,17.3624
2007191314,2007191314001,15.9021
2007191314,2007191314002,10.3626
2007191316,2007191316001,14.1063
2007191316,2007191316002,12.8898
2007191317,2007191317001,2.2216
2007191317,2007191317002,1.0096
2007191319,2007191319001,4.2619
2007191319,2007191319002,2.8284
2007191321,2007191321001,21.2616
2007191321,2007191321002,18.51895
2007191322,2007191322001,7.6402
2007191322,2007191322002,7.2721
2007191323,2007191323001,10.1102
2007191323,2007191323002,7.503
2007191324,2007191324001,19.316
2007191324,2007191324002,16.502
2007191325,2007191325001,43.2841
2007191325,2007191325002,13.2313
2007191328,2007191328001,30.1029
2007191328,2007191328002,24.2023
2007191329,2007191329001,15.3511
2007191329,2007191329002,5.441
2007191330,2007191330001,36.1328
2007191330,2007191330002,53.84075
2007191333,2007191333001,27.7069
2007191333,2007191333002,23.92675
2007191335,2007191335001,37.636
2007191335,2007191335002,11.8012
2007191336,2007191336001,22.0973
2007191337,2007191337001,8.8052
2007191337,2007191337002,12.8377
2007191338,2007191338001,21.4424
2007191338,2007191338002,9.3555
2007191341,2007191341001,18.7061
2007191341,2007191341002,23.4642
2007191344,2007191344001,19.6131
2007191344,2007191344002,6.0434
2007191345,2007191345001,20.16505
2007191345,2007191345002,10.24385
2007191346,2007191346001,9.7597
2007191429,2007191429001,13.6899
2007191346,2007191346002,6.772
2007191429,2007191429002,6.9104
2007191347,2007191347001,33.613
2007191347,2007191347002,23.0509
2007191350,2007191350001,13.4238
2007191350,2007191350002,9.969
2007191351,2007191351001,32.0304
2007191351,2007191351002,26.13155
2007191352,2007191352001,26.3244
2007191352,2007191352002,9.0584
2007191353,2007191353001,33.1338
2007191353,2007191353002,10.11
2007191354,2007191354001,8.4445
2007191354,2007191354002,17.7275
2007191355,2007191355001,50.0518
2007191355,2007191355002,21.356
2007191356,2007191356001,5.4026
2007191356,2007191356002,5.38
2007191357,2007191357001,25.7875
2007191357,2007191357002,32.9159
2007191358,2007191358001,35.25845
2007191358,2007191358002,12.6365
2007191359,2007191359001,6.2126
2007191359,2007191359002,8.043
2007191361,2007191361001,5.8439
2007191361,2007191361002,9.4301
2007191362,2007191362001,13.0757
2007191362,2007191362002,9.6368
2007191363,2007191363001,26.9902
2007191363,2007191363002,32.7229
2007191364,2007191364001,8.616
2007191364,2007191364002,5.31875
2007191366,2007191366001,16.815
2007191366,2007191366002,4.1477
2007191367,2007191367001,25.6874
2007191367,2007191367002,19.8295
2007191368,2007191368001,18.1108
2007191368,2007191368002,13.5906
2007191369,2007191369001,14.9803
2007191369,2007191369002,12.5773
2007191370,2007191370001,24.38715
2007191370,2007191370002,31.3815
2007191371,2007191371001,24.0226
2007191371,2007191371002,28.1845
2007191372,2007191372001,33.9822
2007191445,2007191445001,42.3818
2007191372,2007191372002,20.80095
2007191445,2007191445002,33.5066
2007191373,2007191373001,29.7696
2007191373,2007191373002,20.6243
2007191374,2007191374001,21.0409
2007191374,2007191374002,20.2791
2007191375,2007191375001,14.65425
2007191375,2007191375002,4.6633
2007191376,2007191376001,21.2007
2007191376,2007191376002,47.5907
2007191377,2007191377001,13.8545
2007191377,2007191377002,8.3272
2007191378,2007191378001,24.4799
2007191378,2007191378002,29.3698
2007191381,2007191381001,35.5475
2007191381,2007191381002,32.6092
2007191382,2007191382001,23.8357
2007191509,2007191509001,29.12705
2007191382,2007191382002,8.6683
2007191509,2007191509002,23.9341
2007191383,2007191383001,52.26315
2007191384,2007191384001,18.4975
2007191384,2007191384002,10.0328
2007191387,2007191387001,15.2771
2007191387,2007191387002,6.3987
2007191390,2007191390001,11.77
2007191390,2007191390002,17.1259
2007191391,2007191391001,9.4613
2007191392,2007191392001,10.7209
2007191392,2007191392002,9.8573
2007191393,2007191393001,9.7617
2007191393,2007191393002,3.6015
2007191394,2007191394001,15.5742
2007191394,2007191394002,14.2661
2007191397,2007191397001,33.6401
2007191397,2007191397002,30.1967
2007191398,2007191398001,13.6164
2007191398,2007191398002,14.1792
2007191399,2007191399001,37.59
2007191399,2007191399002,35.0996
2007191401,2007191401001,11.0167
2007191401,2007191401002,18.2562
2007191402,2007191402001,11.78315
2007191402,2007191402002,8.3699
2007191403,2007191403001,36.2032
2007191403,2007191403002,41.0089
2007191404,2007191404001,10.7726
2007191404,2007191404002,8.5225
2007191405,2007191405001,25.6344
2007191405,2007191405002,13.3798
2007191406,2007191406001,9.5053
2007191406,2007191406002,7.08775
2007191407,2007191407001,38.2298
2007191407,2007191407002,23.4728
2007191408,2007191408001,37.1954
2007191408,2007191408002,28.3576
2007191409,2007191409001,30.037
2007191409,2007191409002,21.119
2007191410,2007191410001,15.8838
2007191410,2007191410002,14.1832
2007191411,2007191411001,39.4363
2007191411,2007191411002,33.5976
2007191412,2007191412001,19.2863
2007191412,2007191412002,18.7641
2007191414,2007191414001,7.0239
2007191414,2007191414002,8.1644
2007191415,2007191415001,13.5945
2007191415,2007191415002,7.86325
2007191418,2007191418001,61.1502
2007191418,2007191418002,51.1882
2007191419,2007191419001,13.24965
2007191419,2007191419002,9.0739
2007191420,2007191420001,18.5054
2007191420,2007191420002,46.6689
2007191421,2007191421001,24.43385
2007191421,2007191421002,27.3952
2007191422,2007191422002,5.5118
2007191423,2007191423001,7.9679
2007191423,2007191423002,6.6265
2007191425,2007191425001,11.1611
2007191425,2007191425002,13.54186667
2007191426,2007191426001,24.4068
2007191426,2007191426002,17.1375
2007191428,2007191428001,20.2017
2007191428,2007191428002,11.3049
2007191431,2007191431001,14.0321
2007191431,2007191431002,11.8538
2007191434,2007191434001,21.8097
2007191434,2007191434002,11.7716
2007191435,2007191435001,92.0577
2007191435,2007191435002,49.4132
2007191438,2007191438001,45.1579
2007191439,2007191439001,18.5287
2007191439,2007191439002,14.21
2007191442,2007191442001,18.2044
2007191442,2007191442002,11.4808
2007191443,2007191443001,11.9319
2007191443,2007191443002,9.32305
2007191446,2007191446001,18.1272
2007191446,2007191446002,16.5291
2007191447,2007191447001,20.5327
2007191447,2007191447002,12.1354
2007191448,2007191448001,8.6817
2007191448,2007191448002,13.6722
2007191449,2007191449001,19.5037
2007191449,2007191449002,27.9255
2007191451,2007191451001,50.1159
2007191451,2007191451002,37.3428
2007191452,2007191452001,14.0841
2007191452,2007191452002,4.2442
2007191453,2007191453001,21.86405
2007191453,2007191453002,14.468
2007191454,2007191454001,30.0487
2007191454,2007191454002,24.9118
2007191456,2007191456001,7.4309
2007191456,2007191456002,10.1332
2007191457,2007191457001,10.8963
2007191457,2007191457002,9.7389
2007191460,2007191460001,19.36795
2007191460,2007191460002,29.3075
2007191462,2007191462001,23.027
2007191462,2007191462002,24.8665
2007191463,2007191463001,10.0487
2007191463,2007191463002,8.7316
2007191466,2007191466001,8.1024
2007191466,2007191466002,10.1848
2007191467,2007191467001,33.8305
2007191467,2007191467002,23.6068
2007191468,2007191468001,22.9656
2007191468,2007191468002,27.871
2007191469,2007191469001,18.0053
2007191469,2007191469002,28.589
2007191470,2007191470001,8.8105
2007191470,2007191470002,9.6192
2007191471,2007191471001,5.5692
2007191471,2007191471002,7.7864
2007191472,2007191472001,19.3115
2007191472,2007191472002,17.7677
2007191473,2007191473001,27.2855
2007191510,2007191510001,36.2958
2007191473,2007191473002,31.035
2007191510,2007191510002,29.7514
2007191475,2007191475001,24.1773
2007191475,2007191475002,33.7281
2007191476,2007191476001,10.3537
2007191476,2007191476002,7.6903
2007191479,2007191479001,28.5863
2007191479,2007191479002,14.70095
2007191480,2007191480001,14.0665
2007191480,2007191480002,29.3097
2007191482,2007191482001,9.6206
2007191482,2007191482002,13.2899
2007191484,2007191484001,14.6135
2007191484,2007191484002,14.8473
2007191485,2007191485001,9.3272
2007191485,2007191485002,7.0841
2007191487,2007191487001,19.6127
2007191487,2007191487002,17.99805
2007191489,2007191489001,21.1548
2007191489,2007191489002,19.9129
2007191490,2007191490001,17.8726
2007191490,2007191490002,10.0878
2007191491,2007191491001,20.9244
2007191491,2007191491002,22.6903
2007191492,2007191492001,12.1094
2007191492,2007191492002,4.8723
2007191493,2007191493001,39.1664
2007191493,2007191493002,29.9502
2007191494,2007191494001,43.819
2007191494,2007191494002,42.6745
2007191495,2007191495001,19.141
2007191495,2007191495002,15.7533
2007191496,2007191496001,15.2558
2007191496,2007191496002,14.3395
2007191497,2007191497001,15.5842
2007191497,2007191497002,10.5547
2007191499,2007191499001,12.8934
2007191499,2007191499002,22.7146
2007191501,2007191501001,8.5225
2007191501,2007191501002,6.1402
2007191503,2007191503001,30.9291
2007191503,2007191503002,31.8957
2007191505,2007191505001,20.7271
2007191505,2007191505002,12.6989
2007191506,2007191506001,18.1463
2007191506,2007191506002,22.013
2007191511,2007191511001,36.0156
2007191512,2007191512001,23.1678
2007191512,2007191512002,13.5445
2007191513,2007191513001,73.91835
2007191513,2007191513002,10.6845
2007191514,2007191514001,36.0898
2007191514,2007191514002,21.4221
2007191515,2007191515001,20.7793
2007191515,2007191515002,11.7017
2007191516,2007191516001,13.8157
2007191516,2007191516002,11.0253
2007191517,2007191517001,26.4854
2007191517,2007191517002,13.1948
2007191519,2007191519001,11.7908
2007191520,2007191520001,11.1105
2007191520,2007191520002,15.0673
2007191521,2007191521001,38.11125
2007191521,2007191521002,18.4565
2007191523,2007191523001,20.9913
2007191523,2007191523002,19.31465
2007191524,2007191524001,8.5424
2007191524,2007191524002,6.5554
2007191526,2007191526001,11.2635
2007191526,2007191526002,11.8956
2007191528,2007191528001,26.8869
2007191528,2007191528002,10.7724
2007191529,2007191529001,20.15125
2007191529,2007191529002,14.0265
2007191530,2007191530001,11.5879
2007191530,2007191530002,6.4812
2007191533,2007191533001,8.5414
2007191533,2007191533002,14.978
2007191534,2007191534001,22.6189
2007191534,2007191534002,12.9741
2007191535,2007191535001,32.4483
2007191535,2007191535002,31.5081
2007191536,2007191536001,12.0345
2007191536,2007191536002,10.9131
2007191539,2007191539001,18.201
2007191539,2007191539002,12.38005
2007191540,2007191540001,41.601
2007191540,2007191540002,26.7899
2007191541,2007191541001,38.7908
2007191541,2007191541002,28.2574
2007191543,2007191543001,9.6077
2007191544,2007191544001,23.7412
2007191544,2007191544002,24.1995
2007191546,2007191546001,14.3765
2007191546,2007191546002,13.1639
2007191547,2007191547001,15.83735
2007191547,2007191547002,11.6712
2007191548,2007191548001,22.3457
2007191548,2007191548002,11.0027
2007191550,2007191550001,23.8702
2007191550,2007191550002,25.2091
2007191553,2007191553001,6.3682
2007191553,2007191553002,7.1293
2007191554,2007191554001,17.57655
2007191554,2007191554002,33.5321
2007191555,2007191555001,9.7797
2007191555,2007191555002,8.0255
2007191556,2007191556001,43.38615
2007191556,2007191556002,25.9015
2007191557,2007191557001,11.3835
2007191557,2007191557002,11.6053
2007191558,2007191558001,20.624
2007191558,2007191558002,27.8049
2007191559,2007191559001,23.2334
2007191559,2007191559002,7.7214
2007191560,2007191560001,50.6018
2007191560,2007191560002,11.5497
2007191561,2007191561001,23.03975
2007191561,2007191561002,27.6461
2007191564,2007191564001,26.7989
2007191564,2007191564002,12.7058
2007191567,2007191567001,31.4308
2007191567,2007191567002,36.6119
2007191569,2007191569001,10.1493
2007191569,2007191569002,13.78885
2007191570,2007191570001,18.7018
2007191570,2007191570002,13.1084
2007191571,2007191571001,45.0442
2007191571,2007191571002,35.1449
2007191572,2007191572001,31.69655
2007191572,2007191572002,30.9441
2007191573,2007191573001,11.2155
2007191573,2007191573002,9.8348
2007191574,2007191574001,15.488
2007191574,2007191574002,12.2386
2007191576,2007191576001,9.7639
2007191576,2007191576002,3.0401
2007191577,2007191577001,9.6468
2007191577,2007191577002,6.60925
2007191579,2007191579001,21.9032
2007191579,2007191579002,15.3797
2007191580,2007191580001,35.0821
2007191580,2007191580002,28.6792
2007191581,2007191581001,41.0688
2007191581,2007191581002,8.6585
2007191582,2007191582001,47.97465
2007191583,2007191583001,16.5484
2007191583,2007191583002,8.2944
2007191584,2007191584001,28.4688
2007191584,2007191584002,20.6312
2007191585,2007191585001,14.5818
2007191585,2007191585002,12.8186
2007191586,2007191586001,48.6231
2007191586,2007191586002,25.2803
2007191587,2007191587001,32.3941
2007191587,2007191587002,27.9221
2007191588,2007191588001,17.0549
2007191588,2007191588002,10.5602
2007191589,2007191589001,22.8591
2007191589,2007191589002,19.1566
2007191591,2007191591001,53.2419
2007191591,2007191591002,46.0126
2007191595,2007191595001,46.24375
2007191595,2007191595002,26.3883
2007191596,2007191596001,10.9716
2007191596,2007191596002,11.5129
2007191600,2007191600001,15.2172
2007191600,2007191600002,10.515
